Utterance,Role,Turn,ConvID
"I think I do wish it happened more often. It feels good to talk about her, to keep her memory alive. But at the same time, I don't want to burden anyone or seem like I'm stuck in the past. It's a delicate balance, I suppose. Sometimes, I just wish there were more spaces where it felt natural to share those memories.",client,23,14
"What a beautiful way to put it. These spaces where you can remember Mary in a way that feels natural and connected. You mentioned your granddaughter, so I'm wondering, who's around you these days?",therapist,24,14
"These days, it's mostly just me at home. My kids and grandkids visit when they can, but they're busy with their own lives. My neighbor, Margaret, checks in from time to time—she's kind, always offering to help if I need anything. It's nice to know people care, but most days, the house feels pretty empty.",client,25,14
"Right. Out of curiosity, how did you end up there? Did you move after Mary passed, or was it more recent?",therapist,26,14
"I moved here about a year after Mary passed. The old house just felt too big and too full of memories—I thought a change might help. My son convinced me that downsizing would be easier, and I agreed. But now, sometimes I wonder if leaving that house was like leaving a part of her behind.",client,27,14
"Tell me more about that. I know you've had a lot of memories coming up today.",therapist,28,14
"It's just that every corner of that house had a story. The kitchen, where Mary used to hum while making dinner. The garden, where she'd spend hours planting flowers and smiling so brightly. Even the living room, where we'd sit together on rainy days, just listening to the sound of the rain. Now, in this new place, it feels... blank. Like it's just a house, not a home. I thought leaving would make it easier, but some days, it just makes me miss her even more.",client,29,14
"I can see why. It sounds like you were together for a long time, and that you made a lot of beautiful memories. Were you ever planning to stay in that house forever, or did you think you'd downsize at some point?",therapist,30,14
"Mary and I used to talk about it sometimes. We knew the house was big for just the two of us, especially as we got older. But I don't think either of us could imagine leaving it. It was our home, the place we built our life together. Downsizing was something we thought we'd figure out eventually, but we never made any real plans. I guess, in a way, I wasn't ready to let it go. And when I finally did, it wasn't the same as leaving it with her by my side.",client,31,14
"So when you moved, it felt like leaving her behind.",therapist,32,14
"Exactly. It's like I left behind not just the house, but all the little pieces of her that lived in it. I thought a fresh start would help me heal, but instead, it just made her absence feel even bigger. Some days, I wonder if I made the right choice.",client,33,14
"You're still having doubts, even now. Would you say that you regret the move?",therapist,34,14
"I wouldn't say I regret it entirely. The move did bring some practical benefits—it's easier to manage, and I'm closer to my kids. But emotionally... it's complicated. I miss the feeling of home that the old house had, the connection to Mary that felt so strong there. I just wish I could find a way to feel that again, even here.",client,35,14
"The feeling of home. That closeness to her that you had.",therapist,36,14
"Yes, exactly. That sense of warmth and love that made every day feel special, even the ordinary ones. It's hard to recreate that without her. Sometimes, I wonder if it's something I can find again, or if it's just something I have to carry with me as a memory.",client,37,14
"Well, you've kept those memories alive, even though you've had to carry them on your own. If you could share them more, do you think you'd feel a bit less alone?",therapist,38,14
"I think so. Sharing those memories, even just talking about them, brings a sense of connection. It's like I'm not the only one carrying them anymore, and that helps lighten the weight. Maybe I need to find more opportunities to do that—to open up and let others know how much Mary meant to me.",client,39,14
